Title,Aired,Original Network,Score,Watch Platforms,Year_Simple,Release_Year,Score_Cleaned,Score_Ratings,Score_User_Base
Part-time Student,"Jan 2, 2021 - Jan 28, 2021",,5.0 (scored by 1 user),,2021,2021,5.0 (scored by 1 user),5.0,1
"If in Love, Choose an Ordinance?!","Nov 7, 2020 - Dec 27, 2020",,8.0 (scored by 1 user),,2020,2020,8.0 (scored by 1 user),8.0,1
Love Assistant,"Oct 28, 2020 - Dec 23, 2020",,10.0 (scored by 2 users),,2020,2020,10.0 (scored by 2 users),10.0,2
"So Handsome Man, Si Bel Homme","Sep 11, 2020 - Oct 2, 2020",Daum Kakao TV,9.0 (scored by 2 users),Kakao TV,2020,2020,9.0 (scored by 2 users),9.0,2
King of Convenience,"Jun 30, 2020 - Sep 8, 2020",,10.0 (scored by 2 users),,2020,2020,10.0 (scored by 2 users),10.0,2
LOVE up-date,"Jun 5, 2020 - Jul 4, 2020",,6.0 (scored by 2 users),,2020,2020,6.0 (scored by 2 users),6.0,2
Go With,"May 9, 2020 - May 10, 2020",MBN,10.0 (scored by 2 users),,2020,2020,10.0 (scored by 2 users),10.0,2
ShorTest,"Apr 10, 2020 - Apr 17, 2020",,10.0 (scored by 1 user),,2020,2020,10.0 (scored by 1 user),10.0,1
Short Paper Season 4,"Aug 18, 2019 - ?",Naver TV Cast,7.5 (scored by 4 users),, - ?,2019,7.5 (scored by 4 users),7.5,4
Kazua Library,"Jul 25, 2019 - Aug 29, 2019",Naver TV Cast,6.2 (scored by 3 users),,2019,2019,6.2 (scored by 3 users),6.2,3
Calm Down,"Dec 24, 2018 - Dec 31, 2018",Channel A,9.0 (scored by 2 users),,2018,2018,9.0 (scored by 2 users),9.0,2
The Worst Break-up in My Life,"Nov 8, 2018 - Dec 27, 2018",,9.0 (scored by 2 users),,2018,2018,9.0 (scored by 2 users),9.0,2
Cheol Soo And O2,"Feb 15, 2018 - Feb 16, 2018",MBN,10.0 (scored by 1 user),,2018,2018,10.0 (scored by 1 user),10.0,1
Blind (2017),2017,,N/A (scored by 0 users),AsianCrush,2017,2017,0 (scored by 0 users),0.0,0
Goblin's Light,"Oct 30, 2017 - Nov 13, 2017",Naver TV Cast,10.0 (scored by 9 users),,2017,2017,10.0 (scored by 9 users),10.0,9
Unwrap the Age of 13,"Sep 4, 2017 - May 18, 2018",Naver TV Cast,8.0 (scored by 2 users),,2018,2018,8.0 (scored by 2 users),8.0,2
A Day for Romance,"Aug 25, 2017",Naver TV Cast,8.2 (scored by 2 users),,2017,2017,8.2 (scored by 2 users),8.2,2
Artist Grandma,"Dec 5, 2016 - Dec 6, 2016",Naver TV Cast,10.0 (scored by 2 users),AsianCrush,2016,2016,10.0 (scored by 2 users),10.0,2
Simple Relatable Drama,"Oct 10, 2016 - Jun 20, 2017",Naver TV Cast,10.0 (scored by 3 users),,2017,2017,10.0 (scored by 3 users),10.0,3
Youth Syndrome,"Aug 24, 2016 - Oct 27, 2016",,8.6 (scored by 3 users),Kocowa,2016,2016,8.6 (scored by 3 users),8.6,3
At First Sight,"Jan 22, 2016 - Jan 27, 2016",,4.0 (scored by 2 users),,2016,2016,4.0 (scored by 2 users),4.0,2
Crow Building (2015),2015,,N/A (scored by 0 users),AsianCrush,2015,2015,0 (scored by 0 users),0.0,0
Mobilize! K-Cop,"Sep 7, 2015 - Nov 24, 2015",,7.0 (scored by 2 users),,2015,2015,7.0 (scored by 2 users),7.0,2
Oh! Grandmas,"May 31, 2015 - Jul 22, 2015",KBS1,5.5 (scored by 1 user),,2015,2015,5.5 (scored by 1 user),5.5,1
Employment War Season 2,"Feb 10, 2015 - Feb 17, 2015",Naver TV Cast,10.0 (scored by 3 users),AsianCrush,2015,2015,10.0 (scored by 3 users),10.0,3
Bland you,"Nov 19, 2014 - Nov 21, 2014",EBS,9.0 (scored by 2 users),,2014,2014,9.0 (scored by 2 users),9.0,2
Golden Tower,"Jul 23, 2014 - Oct 1, 2014",tvN,7.8 (scored by 4 users),,2014,2014,7.8 (scored by 4 users),7.8,4
There Is a Blue Bird,"Jan 31, 2014 - Feb 2, 2014",TV Chosun,6.3 (scored by 3 users),,2014,2014,6.3 (scored by 3 users),6.3,3
Your Heaven,"Sep 23, 2010",SBS,7.6 (scored by 2 users),,2010,2010,7.6 (scored by 2 users),7.6,2
Face Me and Smile,"Aug 30, 2010 - Nov 23, 2010",EBS,6.0 (scored by 1 user),,2010,2010,6.0 (scored by 1 user),6.0,1
Room Of Her Own,"Apr 17, 2018 - May 11, 2018",,7.3 (scored by 6 users),,2018,2018,7.3 (scored by 6 users),7.3,6
Rudyteen,"Jan 23, 2021 - Mar 27, 2021",,7.3 (scored by 3 users),,2021,2021,7.3 (scored by 3 users),7.3,3
Retweet,"Sep 4, 2024",Shortime,7.3 (scored by 3 users),,2024,2024,7.3 (scored by 3 users),7.3,3
Time to Be Together 1:11,"Mar 26, 2021",MBC Dramanet,7.2 (scored by 52 users),,2021,2021,7.2 (scored by 52 users),7.2,52
Tell Me You've Changed,"Oct 13, 2020 - Nov 3, 2020",,7.1 (scored by 64 users),,2020,2020,7.1 (scored by 64 users),7.1,64
Love Again (2012),"Apr 25, 2012 - Jun 14, 2012",jTBC,7.2 (scored by 84 users),Viki,2012,2012,7.2 (scored by 84 users),7.2,84
You Will Love Me,"Oct 29, 2015 - Dec 18, 2015",DramaX,7.2 (scored by 18 users),,2015,2015,7.2 (scored by 18 users),7.2,18
SURF 101: Intro to Romance,"Jun 5, 2018 - Jun 21, 2018",On Style,7.2 (scored by 58 users),,2018,2018,7.2 (scored by 58 users),7.2,58
Nara's Marvelous Days,"Jan 21, 2021 - Feb 25, 2021",Naver TV Cast,7.2 (scored by 137 users),,2021,2021,7.2 (scored by 137 users),7.2,137
Connect (2019),"Nov 2, 2019 - Nov 30, 2019",OBS,7.2 (scored by 25 users),,2019,2019,7.2 (scored by 25 users),7.2,25
My Old Friend,"Dec 12, 2016 - Dec 14, 2016",Naver TV Cast,7.2 (scored by 69 users),,2016,2016,7.2 (scored by 69 users),7.2,69
I Need a Fairy,"Feb 27, 2012 - Jul 24, 2012",KBS2,7.2 (scored by 95 users),,2012,2012,7.2 (scored by 95 users),7.2,95
Shinjikki,"Apr 10, 2022 - Apr 16, 2022",,7.2 (scored by 23 users),,2022,2022,7.2 (scored by 23 users),7.2,23
Heart.zip,"Apr 1, 2021 - May 21, 2021",,7.2 (scored by 65 users),,2021,2021,7.2 (scored by 65 users),7.2,65
Travel Through Romance Season 1.5,"May 29, 2019 - Jun 29, 2019",Naver TV Cast,7.2 (scored by 23 users),,2019,2019,7.2 (scored by 23 users),7.2,23
How to Deal With First Love,"Jun 22, 2020 - Aug 13, 2020",Naver TV Cast,7.2 (scored by 29 users),,2020,2020,7.2 (scored by 29 users),7.2,29
Secret Crushes Season 3,"Jan 16, 2017 - Mar 6, 2017",Naver TV Cast,7.2 (scored by 105 users),,2017,2017,7.2 (scored by 105 users),7.2,105
A Contracting School,"Sep 4, 2024",Shortime,7.2 (scored by 5 users),,2024,2024,7.2 (scored by 5 users),7.2,5
Short Paper,"May 3, 2018 - Jun 21, 2018",Naver TV Cast,7.2 (scored by 44 users),,2018,2018,7.2 (scored by 44 users),7.2,44
Shining Na Ra,"Jul 21, 2017 - Aug 25, 2017",Tooniverse,7.2 (scored by 132 users),Tooniverse,2017,2017,7.2 (scored by 132 users),7.2,132
Sandwich Theory,"Nov 15, 2019 - Dec 6, 2019",,7.2 (scored by 12 users),,2019,2019,7.2 (scored by 12 users),7.2,12
Miss Ajumma,"May 30, 2011 - Oct 21, 2011",SBS,7.1 (scored by 75 users),,2011,2011,7.1 (scored by 75 users),7.1,75
Sonny's Competition,"Jan 14, 2025",Shortime,7.2 (scored by 18 users),,2025,2025,7.2 (scored by 18 users),7.2,18
Victory For Tomorrow,"Nov 2, 2015 - Apr 29, 2016",MBC,7.1 (scored by 154 users),,2016,2016,7.1 (scored by 154 users),7.1,154
Mood Maker,"Nov 4, 2018 - Nov 25, 2018","Naver TV Cast, vLive",7.2 (scored by 38 users),,2018,2018,7.2 (scored by 38 users),7.2,38
The Return of Hwang Geum Bok!,"Jun 8, 2015 - Dec 11, 2015",SBS,7.1 (scored by 56 users),,2015,2015,7.1 (scored by 56 users),7.1,56
Secret Crushes Season 2,"Oct 18, 2016 - Nov 25, 2016",Naver TV Cast,7.1 (scored by 48 users),,2016,2016,7.1 (scored by 48 users),7.1,48
Cheer Up (2020),"Sep 10, 2020 - Nov 12, 2020",,7.0 (scored by 41 users),,2020,2020,7.0 (scored by 41 users),7.0,41
Home Sweet Home (2010),"Oct 27, 2010 - Dec 23, 2010",MBC,7.1 (scored by 145 users),"Viki, Kocowa",2010,2010,7.1 (scored by 145 users),7.1,145
The Dearest Lady,"Dec 7, 2015 - May 20, 2016",MBC,7.1 (scored by 91 users),,2016,2016,7.1 (scored by 91 users),7.1,91
"Drink, Sing and Dance Season 2","Feb 7, 2018 - Mar 21, 2018",vLive,7.1 (scored by 21 users),,2018,2018,7.1 (scored by 21 users),7.1,21
Office Watch Season 2,"Jan 3, 2018 - Jan 26, 2018","Naver TV Cast, vLive",7.2 (scored by 129 users),"KBS World, KOK TV",2018,2018,7.2 (scored by 129 users),7.2,129
Third Person Dating Perspective,"Oct 9, 2020 - Oct 22, 2020","MBC, Naver TV Cast",7.2 (scored by 4 users),,2020,2020,7.2 (scored by 4 users),7.2,4
I Know Because I've Tried It,"Feb 21, 2021 - Apr 6, 2021",,7.2 (scored by 6 users),,2021,2021,7.2 (scored by 6 users),7.2,6
Tell Me Sick,"Apr 1, 2022 - May 27, 2022",,7.1 (scored by 12 users),,2022,2022,7.1 (scored by 12 users),7.1,12
Short Paper Season 3,"Jun 21, 2019 - Oct 31, 2019",Naver TV Cast,7.1 (scored by 23 users),,2019,2019,7.1 (scored by 23 users),7.1,23
No Bother Me,"Jun 10, 2021 - Feb 24, 2022",,7.1 (scored by 69 users),,2022,2022,7.1 (scored by 69 users),7.1,69
Sweet 20,"Feb 18, 2015 - Apr 10, 2015",Naver TV Cast,7.1 (scored by 149 users),,2015,2015,7.1 (scored by 149 users),7.1,149
Because It's My First Time,"Jun 20, 2018 - Jun 29, 2018","Naver TV Cast, vLive",7.1 (scored by 105 users),,2018,2018,7.1 (scored by 105 users),7.1,105
Natural Romance,"Dec 4, 2018",Naver TV Cast,7.1 (scored by 12 users),,2018,2018,7.1 (scored by 12 users),7.1,12
Our Love Story (2017),"Mar 13, 2017 - Jun 16, 2017",,7.1 (scored by 151 users),Dingo K-Drama,2017,2017,7.1 (scored by 151 users),7.1,151
Short Paper Season 2,"Dec 28, 2018 - Feb 16, 2019",Naver TV Cast,7.1 (scored by 24 users),,2019,2019,7.1 (scored by 24 users),7.1,24
Heart Way,"Nov 30, 2021 - Dec 23, 2021",Naver TV Cast,7.1 (scored by 82 users),,2021,2021,7.1 (scored by 82 users),7.1,82
Do With All Your Heart Today,"Nov 30, 2019 - Dec 10, 2019",,7.1 (scored by 14 users),,2019,2019,7.1 (scored by 14 users),7.1,14
The Secret House (2022),"Apr 11, 2022 - Oct 10, 2022",MBC,7.1 (scored by 196 users),"Wavve, Prime Video, Viki, Kocowa",2022,2022,7.1 (scored by 196 users),7.1,196
A Bird That Doesn't Sing,"May 4, 2015 - Oct 22, 2015",tvN,7.1 (scored by 103 users),,2015,2015,7.1 (scored by 103 users),7.1,103
Have a Good Neighbor,"Oct 4, 2022 - Nov 15, 2022",,7.1 (scored by 30 users),,2022,2022,7.1 (scored by 30 users),7.1,30
Trunk Girl,"Jan 30, 2025 - Feb 23, 2025",,7.1 (scored by 117 users),,2025,2025,7.1 (scored by 117 users),7.1,117
Oh! Dear Half-Basement Goddesses,"Oct 19, 2017 - Nov 16, 2017",On Style,7.1 (scored by 156 users),iflix,2017,2017,7.1 (scored by 156 users),7.1,156
Can Love Be Refunded,"Feb 25, 2019 - Apr 2, 2019","Naver TV Cast, vLive",7.1 (scored by 40 users),"Viki, Kocowa",2019,2019,7.1 (scored by 40 users),7.1,40
"Run, Jang Mi","Dec 15, 2014 - Jun 5, 2015",SBS,7.1 (scored by 54 users),,2015,2015,7.1 (scored by 54 users),7.1,54
You're So Beautiful,"Apr 4, 2011 - Oct 7, 2011",MBC,7.1 (scored by 53 users),,2011,2011,7.1 (scored by 53 users),7.1,53
"Unknown, Untitled, Unmastered","Oct 4, 2024 - Oct 18, 2024",Mnet,7.1 (scored by 66 users),,2024,2024,7.1 (scored by 66 users),7.1,66
TV Novel: In Still Green Days,"Mar 2, 2015 - Aug 28, 2015",KBS2,7.1 (scored by 13 users),,2015,2015,7.1 (scored by 13 users),7.1,13
One-Dimensional,"Sep 20, 2019 - Nov 9, 2019",Naver TV Cast,7.1 (scored by 4 users),,2019,2019,7.1 (scored by 4 users),7.1,4
Daily Moon's,"Oct 23, 2020 - Dec 18, 2020",,7.1 (scored by 75 users),,2020,2020,7.1 (scored by 75 users),7.1,75
Good Luck!,"Apr 14, 2025 - ?",KBS1,7.1 (scored by 23 users),"Viki, Kocowa", - ?,2025,7.1 (scored by 23 users),7.1,23
Haengbok 100 km,"Sep 8, 2016",Naver TV Cast,7.1 (scored by 3 users),,2016,2016,7.1 (scored by 3 users),7.1,3
"The Woman Next Door, the Man Next Door","Feb 10, 2017 - Apr 11, 2017",,7.1 (scored by 6 users),,2017,2017,7.1 (scored by 6 users),7.1,6
Cohabitation 101,"Sep 10, 2024",Shortime,7.1 (scored by 3 users),,2024,2024,7.1 (scored by 3 users),7.1,3
"Drink, Sing and Dance","Mar 24, 2017",Naver TV Cast,7.1 (scored by 38 users),,2017,2017,7.1 (scored by 38 users),7.1,38
LOVE-Imong,"Dec 24, 2019 - Jan 28, 2020",,7.1 (scored by 16 users),,2020,2020,7.1 (scored by 16 users),7.1,16
TV Novel: My Mind’s Flower Rain,"Feb 29, 2016 - Sep 6, 2016",KBS2,7.1 (scored by 50 users),,2016,2016,7.1 (scored by 50 users),7.1,50
Wild Guys,"Jul 12, 2019 - Aug 16, 2019",tvN,7.1 (scored by 111 users),tvN D STORY,2019,2019,7.1 (scored by 111 users),7.1,111
Yoo Mi's Room,"Jun 30, 2015 - Sep 15, 2015",O'live,7.0 (scored by 25 users),,2015,2015,7.0 (scored by 25 users),7.0,25
You and Me (2023),"Nov 11, 2023",MBN,7.1 (scored by 7 users),,2023,2023,7.1 (scored by 7 users),7.1,7
Blessing of the Sea,"Jan 14, 2019 - Jul 12, 2019",MBC,7.0 (scored by 139 users),,2019,2019,7.0 (scored by 139 users),7.0,139
Yeonnamdong 539,"Jan 10, 2018 - Mar 28, 2018",MBN,7.0 (scored by 20 users),,2018,2018,7.0 (scored by 20 users),7.0,20
The Police,"Sep 11, 2020 - Oct 23, 2020",,7.0 (scored by 19 users),,2020,2020,7.0 (scored by 19 users),7.0,19
My Heart Flutters,"Feb 1, 2019 - Mar 2, 2019",Naver TV Cast,7.0 (scored by 25 users),,2019,2019,7.0 (scored by 25 users),7.0,25
S.O.S Please Help Me,"Nov 12, 2014 - Dec 18, 2014",KBS1,7.0 (scored by 28 users),,2014,2014,7.0 (scored by 28 users),7.0,28
Reckless Family,"Jun 17, 2012 - Sep 1, 2012",MBC,7.1 (scored by 10 users),,2012,2012,7.1 (scored by 10 users),7.1,10
Cat Chef,"Nov 21, 2016 - Dec 20, 2016",O'live,7.1 (scored by 10 users),,2016,2016,7.1 (scored by 10 users),7.1,10
"Hello, Stranger (2017)","Dec 21, 2017 - Dec 23, 2017",Naver TV Cast,7.0 (scored by 132 users),PlayList Global,2017,2017,7.0 (scored by 132 users),7.0,132
Mr. Hashtag Season 2,"Nov 12, 2017 - Nov 28, 2017",,7.0 (scored by 22 users),,2017,2017,7.0 (scored by 22 users),7.0,22
Out of this World Girlfriend,"Nov 21, 2022 - Nov 23, 2022",,7.0 (scored by 85 users),KOK TV,2022,2022,7.0 (scored by 85 users),7.0,85
Secrets of Women,"Jun 27, 2016 - Nov 25, 2016",KBS2,7.0 (scored by 183 users),KBS World,2016,2016,7.0 (scored by 183 users),7.0,183
Room of Romance,"May 16, 2018 - Jun 1, 2018",vLive,7.0 (scored by 102 users),WHYNOT TV,2018,2018,7.0 (scored by 102 users),7.0,102
Man Goddess,"Dec 15, 2022 - Feb 5, 2023",,7.0 (scored by 45 users),CheezeFilm,2023,2023,7.0 (scored by 45 users),7.0,45
An Angel’s Choice,"Apr 2, 2012 - Oct 12, 2012",MBC,7.0 (scored by 25 users),,2012,2012,7.0 (scored by 25 users),7.0,25
Perhaps Love?,"Aug 9, 2019 - Sep 6, 2019",,7.1 (scored by 6 users),,2019,2019,7.1 (scored by 6 users),7.1,6
Romance Bible,"Sep 15, 2020 - Oct 6, 2020",tvN,7.0 (scored by 58 users),"WeTV, tvN D STORY",2020,2020,7.0 (scored by 58 users),7.0,58
Enchanting Neighbor,"Jan 5, 2015 - Jun 22, 2015",SBS,7.0 (scored by 32 users),,2015,2015,7.0 (scored by 32 users),7.0,32
"Why, All of a Sudden?","May 20, 2022 - Sep 23, 2022",,7.0 (scored by 10 users),,2022,2022,7.0 (scored by 10 users),7.0,10
I'm Done,"Jan 4, 2022 - Jan 21, 2022",,7.0 (scored by 12 users),,2022,2022,7.0 (scored by 12 users),7.0,12
Sleepless in Love,"Sep 12, 2018 - Sep 28, 2018",vLive,7.0 (scored by 142 users),,2018,2018,7.0 (scored by 142 users),7.0,142
First Love Story Pilot,"Jun 30, 2017",,7.0 (scored by 16 users),,2017,2017,7.0 (scored by 16 users),7.0,16
Turned on by You,"Apr 21, 2022 - May 26, 2022","Naver TV Cast, vLive",7.0 (scored by 72 users),,2022,2022,7.0 (scored by 72 users),7.0,72
Bio Homme,"Apr 2, 2021 - May 21, 2021","Naver TV Cast, vLive",7.0 (scored by 73 users),,2021,2021,7.0 (scored by 73 users),7.0,73
Four Lords: The Destiny Changer,"Mar 15, 2024",Watcha,7.1 (scored by 27 users),Apple TV,2024,2024,7.1 (scored by 27 users),7.1,27
Hometown Over the Hill Season 2,"May 20, 2012 - Dec 28, 2014",KBS1,7.0 (scored by 9 users),,2014,2014,7.0 (scored by 9 users),7.0,9
Deux Yeoza,"Jan 14, 2016 - Jan 19, 2016",,7.0 (scored by 48 users),AsianCrush,2016,2016,7.0 (scored by 48 users),7.0,48
Benton,"Mar 8, 2019 - Mar 29, 2019",,7.0 (scored by 16 users),,2019,2019,7.0 (scored by 16 users),7.0,16
Backflow,"Nov 13, 2017 - Apr 26, 2018",MBC,7.0 (scored by 15 users),,2018,2018,7.0 (scored by 15 users),7.0,15
Idol in My Living Room,"Oct 30, 2022 - Nov 30, 2022",,7.0 (scored by 170 users),Wavve,2022,2022,7.0 (scored by 170 users),7.0,170
Golden Fish,"May 3, 2010 - Nov 11, 2010",MBC,7.0 (scored by 67 users),,2010,2010,7.0 (scored by 67 users),7.0,67
Bad Love,"Dec 2, 2019 - May 29, 2020",MBC,7.0 (scored by 173 users),,2020,2020,7.0 (scored by 173 users),7.0,173
Timetable,"Aug 28, 2024 - Sep 25, 2024",,7.0 (scored by 36 users),,2024,2024,7.0 (scored by 36 users),7.0,36
"Suddenly, Mood, First Love","Feb 1, 2019 - Feb 22, 2019",Naver TV Cast,7.0 (scored by 53 users),,2019,2019,7.0 (scored by 53 users),7.0,53
Amor Fati (2021),"Apr 12, 2021 - Oct 1, 2021",SBS,7.0 (scored by 117 users),"Viki, Prime Video, Kocowa",2021,2021,7.0 (scored by 117 users),7.0,117
Women in Our House,"May 16, 2011 - Nov 4, 2011",KBS1,7.0 (scored by 68 users),,2011,2011,7.0 (scored by 68 users),7.0,68
I'm Sorry Kang Nam Goo,"Dec 19, 2016 - Jun 9, 2017",SBS,7.0 (scored by 137 users),,2017,2017,7.0 (scored by 137 users),7.0,137
The Secret of Secret,"Dec 18, 2019 - Dec 27, 2019",Naver TV Cast,6.9 (scored by 33 users),,2019,2019,6.9 (scored by 33 users),6.9,33
2PM Campus,"Dec 4, 2022 - Dec 14, 2022",,7.0 (scored by 89 users),,2022,2022,7.0 (scored by 89 users),7.0,89
Meal Kid,"Nov 16, 2020 - Nov 27, 2020",Naver TV Cast,7.0 (scored by 55 users),,2020,2020,7.0 (scored by 55 users),7.0,55
Miracle Girl (2019),"Dec 9, 2019 - Dec 25, 2019","Naver TV Cast, vLive",7.0 (scored by 35 users),,2019,2019,7.0 (scored by 35 users),7.0,35
Power Rangers Dino Force Brave,"Apr 1, 2017 - May 10, 2017",,7.0 (scored by 148 users),,2017,2017,7.0 (scored by 148 users),7.0,148
X-Garion,"Aug 1, 2019 - Dec 26, 2019",Tooniverse,7.0 (scored by 12 users),,2019,2019,7.0 (scored by 12 users),7.0,12
Welcome Rain to My Life,"Apr 2, 2012 - Aug 31, 2012",SBS,7.0 (scored by 38 users),Wavve,2012,2012,7.0 (scored by 38 users),7.0,38
Twin,"Jul 1, 2022 - Aug 19, 2022",,7.0 (scored by 6 users),,2022,2022,7.0 (scored by 6 users),7.0,6
Short Paper: Side Story,"Jul 20, 2018 - Jan 31, 2020",Naver TV Cast,7.0 (scored by 9 users),,2020,2020,7.0 (scored by 9 users),7.0,9
Moment,"Jul 20, 2017 - Aug 20, 2017",Naver TV Cast,7.0 (scored by 29 users),,2017,2017,7.0 (scored by 29 users),7.0,29
Kim Is a Genius,"May 17, 2019 - Jul 19, 2019",jTBC,7.0 (scored by 18 users),,2019,2019,7.0 (scored by 18 users),7.0,18
As Your Heart Tells,"Sep 21, 2019 - Nov 9, 2019","Naver TV Cast, vLive",7.0 (scored by 44 users),,2019,2019,7.0 (scored by 44 users),7.0,44
Ji Woon Soo's Stroke of Luck,"Apr 21, 2012 - Jun 24, 2012",TV Chosun,7.0 (scored by 7 users),,2012,2012,7.0 (scored by 7 users),7.0,7
Reckless Family Season 2,"Oct 9, 2012 - Jun 25, 2013",MBC,7.0 (scored by 3 users),,2013,2013,7.0 (scored by 3 users),7.0,3
Travelogue,"Feb 13, 2019 - Feb 27, 2019",,7.0 (scored by 4 users),,2019,2019,7.0 (scored by 4 users),7.0,4
Love Vlog,"May 28, 2019 - Jul 25, 2019",,7.0 (scored by 7 users),,2019,2019,7.0 (scored by 7 users),7.0,7
Love Campus,"Mar 31, 2021 - May 26, 2021",,7.0 (scored by 9 users),,2021,2021,7.0 (scored by 9 users),7.0,9
Cheonglywood,"Aug 3, 2022 - Aug 24, 2022",,7.0 (scored by 3 users),KOK TV,2022,2022,7.0 (scored by 3 users),7.0,3
Turned on by You Season 2,"Dec 15, 2022 - Feb 2, 2023",,7.0 (scored by 15 users),,2023,2023,7.0 (scored by 15 users),7.0,15
My Fashion Criminal,"Jan 16, 2025",Shortime,7.0 (scored by 3 users),,2025,2025,7.0 (scored by 3 users),7.0,3
My Wonderful Roommate 2,"Oct 22, 2020 - Dec 24, 2020",,6.9 (scored by 75 users),,2020,2020,6.9 (scored by 75 users),6.9,75
Girls' Love Story,"Jun 16, 2015 - Aug 15, 2015",Daum Kakao TV,6.9 (scored by 175 users),,2015,2015,6.9 (scored by 175 users),6.9,175
Love Your Korea Glow,"Nov 1, 2018 - Nov 29, 2018",Naver TV Cast,6.9 (scored by 94 users),,2018,2018,6.9 (scored by 94 users),6.9,94
A Twist Girl,"Jan 9, 2020 - Feb 8, 2020",,6.9 (scored by 73 users),,2020,2020,6.9 (scored by 73 users),6.9,73
Two Universes,"Mar 17, 2022 - May 19, 2022","Naver TV Cast, vLive",7.0 (scored by 23 users),TVING,2022,2022,7.0 (scored by 23 users),7.0,23
Tendering Resignation,"Sep 26, 2024",Vigloo,7.0 (scored by 82 users),,2024,2024,7.0 (scored by 82 users),7.0,82
I Want to Do It with You,"Dec 3, 2017 - Jan 21, 2018",,6.9 (scored by 146 users),,2018,2018,6.9 (scored by 146 users),6.9,146
Yeonnam Family,"Nov 22, 2019 - Dec 14, 2019",Genie TV,7.0 (scored by 71 users),Kocowa,2019,2019,7.0 (scored by 71 users),7.0,71
Love of Eve,"May 18, 2015 - Oct 30, 2015",MBC,6.9 (scored by 72 users),,2015,2015,6.9 (scored by 72 users),6.9,72
My Ahjussi Kkon Dae Hee,"Oct 17, 2021 - Nov 14, 2021",Naver TV Cast,6.9 (scored by 14 users),,2021,2021,6.9 (scored by 14 users),6.9,14
Number Woman Gye Sook Ja,"Mar 15, 2018 - May 17, 2018",Oksusu,6.9 (scored by 15 users),,2018,2018,6.9 (scored by 15 users),6.9,15
You Don't Know Women,"Aug 2, 2010 - Dec 31, 2010",SBS,6.9 (scored by 50 users),,2010,2010,6.9 (scored by 50 users),6.9,50
"Shh, Please Take Care of Him","May 28, 2021 - Jun 11, 2021",Seezn,6.9 (scored by 46 users),,2021,2021,6.9 (scored by 46 users),6.9,46
No Bad Days,"Aug 17, 2017",,6.9 (scored by 24 users),,2017,2017,6.9 (scored by 24 users),6.9,24
The Dolphin in the Little Mermaid,"Dec 16, 2020 - Feb 17, 2021",,6.9 (scored by 23 users),,2021,2021,6.9 (scored by 23 users),6.9,23
Travel through Romance,"Mar 22, 2018 - Apr 17, 2018",Naver TV Cast,6.9 (scored by 20 users),,2018,2018,6.9 (scored by 20 users),6.9,20
Some Air,"Sep 10, 2021 - Nov 12, 2021",,6.9 (scored by 12 users),Tubi,2021,2021,6.9 (scored by 12 users),6.9,12
Mr. Hashtag,"Sep 18, 2016 - Oct 5, 2016",,6.9 (scored by 30 users),"AsianCrush, 72sec TV",2016,2016,6.9 (scored by 30 users),6.9,30
"TV Novel: Love, My Love","May 7, 2012 - Jan 4, 2013",KBS2,6.9 (scored by 30 users),,2013,2013,6.9 (scored by 30 users),6.9,30
Almost Famous (2020),"Jul 7, 2020 - Aug 27, 2020",Naver TV Cast,6.9 (scored by 58 users),,2020,2020,6.9 (scored by 58 users),6.9,58
More Charming By The Day,"Mar 22, 2010 - Nov 2, 2010",MBC,6.9 (scored by 150 users),,2010,2010,6.9 (scored by 150 users),6.9,150
The Pure Memories of My Heart (2019),"Nov 15, 2019 - Nov 29, 2019",Naver TV Cast,6.9 (scored by 77 users),"Tubi, Prime Video",2019,2019,6.9 (scored by 77 users),6.9,77
"Everyone, at Least Once","Aug 12, 2022 - Nov 9, 2022",,7.0 (scored by 8 users),,2022,2022,7.0 (scored by 8 users),7.0,8
The Secret of My Love,"Sep 18, 2017 - Feb 9, 2018",KBS2,6.9 (scored by 160 users),KBS World,2018,2018,6.9 (scored by 160 users),6.9,160
Translation-needed Love Season 2,"Apr 13, 2021 - May 4, 2021",,7.0 (scored by 7 users),,2021,2021,7.0 (scored by 7 users),7.0,7
I’m Glad I Loved You,"Oct 25, 2010 - Apr 30, 2011",KBS2,6.9 (scored by 42 users),,2011,2011,6.9 (scored by 42 users),6.9,42
72 Seconds,"May 13, 2015 - Jun 4, 2015",,6.9 (scored by 51 users),AsianCrush,2015,2015,6.9 (scored by 51 users),6.9,51
Wannabe U,"Aug 26, 2020 - Oct 7, 2020",Naver TV Cast,6.9 (scored by 140 users),,2020,2020,6.9 (scored by 140 users),6.9,140
